"Date","Price","Open","High","Low","Vol.","Change %"
"04/20/2020","6.618","6.750","6.845","6.555","16.98K","-5.38%"
"04/17/2020","6.994","7.300","7.330","6.900","17.08K","1.26%"
"04/16/2020","6.907","6.655","7.150","6.655","24.43K","3.88%"
"04/15/2020","6.649","6.805","6.900","6.625","18.47K","-3.27%"
"04/14/2020","6.874","7.245","7.300","6.800","14.19K","-5.56%"
"04/09/2020","7.279","7.350","7.540","7.195","10.97K","0.28%"
"04/08/2020","7.259","7.240","7.480","7.175","15.53K","-0.33%"
"04/07/2020","7.283","7.300","7.670","7.260","16.93K","-0.05%"
"04/06/2020","7.287","7.000","7.400","6.775","15.74K","5.27%"
"04/03/2020","6.922","6.690","7.050","6.690","13.80K","-0.19%"
"04/02/2020","6.935","7.250","7.450","6.820","19.84K","1.63%"
"04/01/2020","6.824","6.850","6.850","6.605","15.10K","-1.13%"
"03/31/2020","6.902","6.940","7.180","6.865","14.66K","0.07%"
"03/30/2020","6.897","7.040","7.075","6.750","20.88K","-4.45%"
"03/27/2020","7.218","7.425","7.425","7.145","29.94K","-4.71%"
"03/26/2020","7.575","7.600","7.650","7.460","16.93K","-2.18%"
"03/25/2020","7.744","7.835","7.950","7.650","25.26K","-2.07%"
"03/24/2020","7.908","8.000","8.185","7.850","25.22K","0.75%"
"03/23/2020","7.849","7.750","8.100","7.750","27.88K","-5.35%"
"03/20/2020","8.293","8.450","8.710","8.200","28.86K","-2.94%"
"03/19/2020","8.544","8.260","8.595","8.260","24.10K","3.38%"
"03/18/2020","8.265","8.350","8.400","8.155","24.28K","-2.42%"
"03/17/2020","8.470","8.775","8.775","8.400","25.67K","-3.10%"
"03/16/2020","8.741","9.000","9.125","8.625","31.20K","-5.86%"
"03/13/2020","9.285","9.440","9.645","9.150","30.96K","-0.42%"
"03/12/2020","9.324","9.035","9.445","9.010","31.37K","-0.48%"
"03/11/2020","9.369","9.000","9.450","8.950","33.32K","4.18%"
"03/10/2020","8.993","8.560","9.100","8.560","25.07K","4.24%"
"03/09/2020","8.627","8.385","8.650","8.150","23.91K","-0.23%"
"03/06/2020","8.647","8.700","8.865","8.560","22.94K","-2.28%"
"03/05/2020","8.849","8.910","8.945","8.800","14.84K","-0.71%"
"03/04/2020","8.912","9.000","9.080","8.760","21.19K","-2.80%"
"03/03/2020","9.169","9.045","9.315","8.880","18.22K","3.17%"
"03/02/2020","8.887","9.090","9.325","8.780","15.32K","0.15%"
"02/28/2020","8.874","8.675","9.000","8.620","13.98K","0.03%"
"02/27/2020","8.871","8.850","9.150","8.800","24.34K","-2.20%"
"02/26/2020","9.071","8.910","9.150","8.755","29.25K","0.71%"
"02/25/2020","9.007","9.005","9.145","8.870","30.42K","-0.41%"
"02/24/2020","9.044","9.425","9.500","8.980","23.47K","-3.89%"
"02/21/2020","9.410","9.520","9.535","9.250","18.44K","-1.64%"
"02/20/2020","9.567","9.650","9.850","9.365","27.09K","-0.05%"
"02/19/2020","9.572","9.325","9.640","9.120","20.21K","2.05%"
"02/18/2020","9.380","9.405","9.705","9.230","20.48K","0.73%"
"02/17/2020","9.312","8.845","9.500","8.660","16.43K","4.88%"
"02/14/2020","8.879","8.750","8.980","8.645","18.77K","-0.11%"
"02/13/2020","8.889","8.675","8.925","8.450","15.83K","1.91%"
"02/12/2020","8.722","8.505","8.925","8.500","16.92K","1.93%"
"02/11/2020","8.557","8.600","8.750","8.500","18.15K","-1.00%"
"02/10/2020","8.643","8.800","8.850","8.560","11.71K","-4.69%"
"02/07/2020","9.068","9.165","9.245","8.985","14.55K","-0.89%"
"02/06/2020","9.149","9.300","9.300","8.900","14.51K","-1.76%"
"02/05/2020","9.313","9.300","9.500","9.200","15.26K","-0.57%"
"02/04/2020","9.366","9.050","9.450","9.045","14.44K","1.68%"
"02/03/2020","9.211","9.600","9.660","9.170","10.45K","-5.58%"
"01/31/2020","9.755","9.765","10.040","9.615","13.71K","-0.27%"
"01/30/2020","9.781","9.975","9.975","9.745","14.09K","-3.64%"
"01/29/2020","10.150","10.650","10.725","10.050","16.62K","-5.95%"
"01/28/2020","10.792","10.600","10.875","10.525","18.21K","2.53%"
"01/27/2020","10.526","10.600","10.675","10.420","11.04K","0.68%"
"01/24/2020","10.455","10.425","10.660","10.360","12.62K","0.26%"
"01/23/2020","10.428","10.380","10.455","10.220","14.90K","-0.26%"
"01/22/2020","10.455","10.700","10.750","10.355","13.73K","-2.99%"
"01/21/2020","10.777","10.500","10.975","10.500","14.95K","2.00%"
"01/20/2020","10.566","10.800","10.800","10.475","11.89K","-3.32%"
"01/17/2020","10.929","11.005","11.065","10.815","13.47K","-1.69%"
"01/16/2020","11.117","11.350","11.425","10.995","10.13K","-0.55%"
"01/15/2020","11.179","11.250","11.360","11.100","13.76K","-1.10%"
"01/14/2020","11.303","11.990","11.990","11.275","23.40K","-6.23%"
"01/13/2020","12.054","12.300","12.300","12.025","9.74K","0.95%"
"01/10/2020","11.940","11.900","12.380","11.900","13.45K","-1.96%"
"01/09/2020","12.179","11.900","12.300","11.750","14.04K","1.80%"
"01/08/2020","11.964","12.000","12.150","11.770","11.63K","0.29%"
"01/07/2020","11.929","12.200","12.200","11.800","12.65K","-2.86%"
"01/06/2020","12.280","13.200","13.470","12.250","10.00K","-5.43%"
"01/03/2020","12.985","12.150","13.075","12.150","17.80K","7.55%"
"01/02/2020","12.073","12.500","12.700","12.000","12.54K","0.18%"
"12/31/2019","12.051","12.500","12.500","12.020","6.15K","-1.97%"
"12/30/2019","12.293","12.725","12.750","12.225","8.96K","-3.71%"
"12/27/2019","12.767","12.650","12.900","12.620","11.42K","1.27%"
"12/24/2019","12.607","12.960","12.960","12.525","10.67K","-3.22%"
"12/23/2019","13.027","13.500","13.575","12.975","21.96K","-8.49%"
"12/20/2019","14.235","13.750","14.285","13.700","21.99K","-5.14%"
"12/19/2019","15.007","15.150","15.500","14.140","18.55K","0.37%"
"12/18/2019","14.951","14.425","15.435","14.300","24.12K","3.39%"
"12/17/2019","14.461","13.925","14.545","13.925","18.83K","4.11%"
"12/16/2019","13.890","13.600","14.205","13.595","20.00K","0.62%"
"12/13/2019","13.804","14.600","14.890","13.615","26.07K","-6.53%"
"12/12/2019","14.768","13.825","14.825","13.775","25.34K","5.13%"
"12/11/2019","14.047","14.400","14.550","13.900","16.03K","-3.34%"
"12/10/2019","14.532","14.600","14.600","14.220","9.61K","-2.39%"
"12/09/2019","14.888","15.010","15.010","14.700","15.00K","-1.67%"
"12/06/2019","15.141","15.250","15.300","15.000","12.77K","-1.78%"
"12/05/2019","15.415","15.600","15.700","15.285","15.48K","-2.94%"
"12/04/2019","15.882","15.570","15.925","15.545","12.33K","0.70%"
"12/03/2019","15.771","15.675","15.885","15.650","8.45K","-0.25%"
"12/02/2019","15.810","16.220","16.220","15.750","15.99K","-3.18%"
"11/29/2019","16.330","16.600","16.850","16.245","9.98K","4.35%"
"11/28/2019","15.649","15.700","16.075","15.550","32.58K","-2.07%"
"11/27/2019","15.980","15.750","16.155","15.650","20.59K","0.83%"
"11/26/2019","15.849","16.270","16.270","15.820","20.09K","-2.39%"
"11/25/2019","16.237","16.250","16.550","16.205","21.40K","1.18%"
"11/22/2019","16.048","15.580","16.180","15.580","23.77K","2.71%"
"11/21/2019","15.624","15.705","15.850","15.590","19.03K","0.23%"
"11/20/2019","15.588","15.300","15.620","15.230","27.43K","1.94%"
"11/19/2019","15.292","15.280","15.400","15.075","16.38K","0.41%"
"11/18/2019","15.229","15.370","15.450","15.175","13.87K","-3.08%"
"11/15/2019","15.713","15.510","15.770","15.375","14.04K","0.28%"
"11/14/2019","15.669","15.550","15.875","15.365","15.69K","1.41%"
"11/13/2019","15.451","15.300","15.570","15.225","11.70K","-0.61%"
"11/12/2019","15.546","15.900","16.000","15.450","16.12K","-1.89%"
"11/11/2019","15.845","15.955","16.250","15.780","12.80K","-0.61%"
"11/08/2019","15.942","16.200","16.255","15.760","16.20K","-1.09%"
"11/07/2019","16.118","16.355","16.380","16.080","9.22K","-1.00%"
"11/06/2019","16.281","16.435","16.510","16.200","15.77K","-3.03%"
"11/05/2019","16.789","16.700","16.950","16.550","15.57K","1.89%"
"11/04/2019","16.478","16.350","16.725","16.150","12.12K","1.86%"
"11/01/2019","16.177","16.500","16.525","16.150","9.20K","0.27%"
"10/31/2019","16.133","16.165","16.225","15.890","9.56K","17.08%"
"10/30/2019","13.779","13.850","14.100","13.450","34.59K","-0.39%"
"10/29/2019","13.833","14.450","14.600","13.750","23.10K","-3.88%"
"10/28/2019","14.391","14.775","14.775","14.355","21.42K","-5.54%"
"10/25/2019","15.235","15.510","15.650","15.110","17.97K","-2.69%"
"10/24/2019","15.656","15.000","15.725","15.000","21.14K","1.56%"
"10/23/2019","15.415","15.440","15.570","15.280","18.86K","-1.16%"
"10/22/2019","15.596","15.800","16.100","15.500","14.61K","-0.09%"
"10/21/2019","15.610","16.110","16.265","15.500","20.39K","-2.24%"
"10/18/2019","15.967","16.000","16.275","15.815","22.33K","-0.37%"
"10/17/2019","16.027","15.910","16.115","15.710","13.20K","-0.29%"
"10/16/2019","16.073","15.900","16.300","15.850","13.11K","0.05%"
"10/15/2019","16.065","16.150","16.425","15.975","12.94K","0.16%"
"10/14/2019","16.040","15.700","16.300","15.700","13.20K","-0.59%"
"10/11/2019","16.136","16.130","16.395","15.770","17.13K","1.80%"
"10/10/2019","15.850","15.600","15.900","15.460","13.78K","1.78%"
"10/09/2019","15.573","15.500","15.945","15.280","15.77K","-0.43%"
"10/08/2019","15.640","15.630","15.725","15.425","13.54K","0.86%"
"10/07/2019","15.507","15.100","15.675","15.100","10.29K","-1.66%"
"10/04/2019","15.769","16.200","16.500","15.660","15.00K","-1.49%"
"10/03/2019","16.008","15.890","16.310","15.770","13.65K","0.02%"
"10/02/2019","16.004","16.395","16.395","15.900","19.67K","-4.52%"
"10/01/2019","16.762","16.050","16.775","15.850","16.19K","2.26%"
"09/30/2019","16.392","16.780","16.830","16.250","8.50K","37.30%"
"09/27/2019","11.939","12.125","12.450","11.800","22.59K","-0.87%"
"09/26/2019","12.044","12.150","12.295","11.900","21.82K","0.80%"
"09/25/2019","11.949","12.200","12.290","11.825","21.44K","-3.16%"
"09/24/2019","12.339","12.300","12.655","12.095","13.15K","0.78%"
"09/23/2019","12.243","12.600","12.600","11.955","13.83K","-3.68%"
"09/20/2019","12.711","12.600","12.850","12.290","21.49K","3.72%"
"09/19/2019","12.255","12.700","13.330","12.200","20.47K","-1.44%"
"09/18/2019","12.434","13.250","13.250","12.375","26.64K","-7.49%"
"09/17/2019","13.441","15.490","15.490","13.255","26.43K","-12.35%"
"09/16/2019","15.334","14.975","15.800","14.595","28.53K","4.23%"
"09/13/2019","14.711","14.800","15.950","14.450","34.67K","1.71%"
"09/12/2019","14.463","13.900","14.800","13.550","29.14K","0.75%"
"09/11/2019","14.355","14.250","15.000","13.300","35.98K","-0.34%"
"09/10/2019","14.404","12.240","14.750","12.050","52.24K","17.72%"
"09/09/2019","12.236","12.525","12.750","12.190","10.75K","-0.93%"
"09/06/2019","12.351","12.300","12.415","12.060","8.29K","0.94%"
"09/05/2019","12.236","11.925","12.360","11.700","14.33K","2.32%"
"09/04/2019","11.958","12.200","12.450","11.870","12.97K","-1.16%"
"09/03/2019","12.098","12.010","12.250","11.580","15.52K","2.11%"
"09/02/2019","11.848","12.550","12.550","11.800","20.43K","-7.42%"
"08/30/2019","12.797","13.000","13.495","12.575","14.27K","19.42%"
"08/29/2019","10.716","10.375","10.800","10.300","24.40K","4.69%"
"08/28/2019","10.236","10.250","10.500","10.200","23.08K","1.65%"
"08/27/2019","10.070","10.150","10.360","10.000","17.70K","-2.36%"
"08/26/2019","10.313","10.400","10.500","10.295","2.93K","-2.55%"
"08/23/2019","10.583","10.810","10.950","10.400","18.96K","-3.71%"
"08/22/2019","10.991","11.325","11.500","10.950","13.56K","-3.71%"
"08/21/2019","11.414","11.170","11.725","11.170","17.82K","1.76%"
"08/20/2019","11.217","10.750","11.410","10.750","16.43K","4.00%"
"08/19/2019","10.786","10.870","11.150","10.660","15.26K","-1.54%"
"08/16/2019","10.955","11.105","11.380","10.910","8.09K","-2.39%"
"08/15/2019","11.223","11.150","11.325","11.030","15.10K","0.38%"
"08/14/2019","11.180","11.650","11.650","11.125","11.94K","-5.73%"
"08/13/2019","11.859","11.330","12.025","11.330","13.23K","3.84%"
"08/12/2019","11.420","11.775","12.080","11.285","12.41K","-5.02%"
"08/09/2019","12.024","12.000","12.475","11.625","18.52K","-0.42%"
"08/08/2019","12.075","11.350","12.300","11.150","30.74K","5.81%"
"08/07/2019","11.412","10.850","11.450","10.850","17.14K","4.20%"
"08/06/2019","10.952","11.300","11.300","10.835","13.75K","-4.47%"
"08/05/2019","11.465","12.030","12.175","11.325","16.45K","-4.56%"
"08/02/2019","12.013","12.450","12.955","11.685","32.77K","-2.82%"
"08/01/2019","12.361","11.000","12.700","10.725","28.72K","12.39%"
"07/31/2019","10.998","10.950","11.555","10.930","20.70K","12.33%"
"07/30/2019","9.791","9.675","10.100","9.650","19.09K","-0.20%"
"07/29/2019","9.811","9.750","10.175","9.695","27.11K","-1.54%"
"07/26/2019","9.964","10.000","10.165","9.850","28.70K","-0.59%"
"07/25/2019","10.023","9.900","10.380","9.900","16.92K","-0.50%"
"07/24/2019","10.073","10.700","10.750","10.050","16.85K","-6.29%"
"07/23/2019","10.749","10.000","10.850","9.975","16.84K","5.80%"
"07/22/2019","10.160","10.500","10.975","10.125","12.97K","-6.04%"
"07/19/2019","10.813","10.725","11.125","10.500","13.76K","0.72%"
"07/18/2019","10.736","11.200","11.200","10.525","14.93K","-2.29%"
"07/17/2019","10.988","11.100","11.580","10.725","14.38K","-3.74%"
"07/16/2019","11.415","12.450","12.725","11.175","19.39K","-11.46%"
"07/15/2019","12.893","13.645","13.950","12.525","21.30K","-2.90%"
"07/12/2019","13.278","12.950","13.500","12.405","24.66K","1.13%"
"07/11/2019","13.129","12.700","13.210","12.270","24.92K","8.21%"
"07/10/2019","12.133","11.290","12.570","11.175","18.35K","3.19%"
"07/09/2019","11.758","12.100","12.720","11.250","24.52K","-1.01%"
"07/08/2019","11.878","11.070","12.100","11.050","28.21K","5.90%"
"07/05/2019","11.216","10.350","11.395","10.255","20.54K","6.35%"
"07/04/2019","10.546","10.250","10.700","10.225","13.94K","2.45%"
"07/03/2019","10.294","10.475","10.550","10.100","14.00K","0.66%"
"07/02/2019","10.227","10.500","11.245","10.150","23.96K","-1.33%"
"07/01/2019","10.365","10.050","10.690","10.040","17.69K","2.45%"
"06/28/2019","10.117","9.755","10.270","9.730","15.28K","7.90%"
"06/27/2019","9.376","9.550","9.675","9.125","14.68K","-2.54%"
"06/26/2019","9.620","9.705","9.800","9.495","25.24K","-2.31%"
"06/25/2019","9.847","9.800","10.000","9.750","19.58K","-3.44%"
"06/24/2019","10.198","10.225","10.555","9.980","11.48K","-1.52%"
"06/21/2019","10.355","10.050","10.500","9.760","12.03K","2.04%"
"06/20/2019","10.148","10.600","10.675","9.980","13.37K","-3.20%"
"06/19/2019","10.484","10.900","11.000","10.445","14.23K","-4.98%"
"06/18/2019","11.034","11.300","11.425","10.900","15.64K","-4.65%"
"06/17/2019","11.572","11.300","11.615","11.205","12.34K","2.24%"
"06/14/2019","11.319","11.300","11.510","11.150","19.67K","-0.67%"
"06/13/2019","11.395","11.250","11.755","11.250","19.68K","2.27%"
"06/12/2019","11.142","11.100","11.250","10.950","15.15K","-0.54%"
"06/11/2019","11.202","11.675","11.800","11.155","12.59K","-5.10%"
"06/10/2019","11.804","11.600","11.855","11.525","11.83K","2.47%"
"06/07/2019","11.520","11.100","11.620","11.100","15.57K","3.76%"
"06/06/2019","11.103","11.300","11.435","10.980","18.06K","-4.29%"
"06/05/2019","11.601","11.900","11.905","11.245","16.81K","-2.59%"
"06/04/2019","11.910","11.105","12.040","11.105","16.67K","7.30%"
"06/03/2019","11.100","11.000","11.225","10.900","16.29K","-0.94%"
"05/31/2019","11.205","11.700","11.700","11.150","24.74K","-2.36%"
"05/30/2019","11.476","12.200","12.200","11.350","7.02K","-6.11%"
"05/29/2019","12.223","12.325","12.465","12.095","15.54K","-2.36%"
"05/28/2019","12.518","12.150","12.565","12.150","24.48K","2.93%"
"05/27/2019","12.162","12.105","12.250","12.105","0.53K","-0.71%"
"05/24/2019","12.249","12.200","12.450","12.175","7.94K","-2.75%"
"05/23/2019","12.595","12.600","12.650","12.355","15.00K","-0.43%"
"05/22/2019","12.649","12.830","12.950","12.600","38.95K","-0.44%"
"05/21/2019","12.705","12.700","12.840","12.500","9.89K","-1.53%"
"05/20/2019","12.903","13.100","13.190","12.855","9.44K","0.37%"
"05/17/2019","12.856","13.100","13.300","12.800","12.18K","-3.95%"
"05/16/2019","13.385","13.650","13.700","13.105","12.33K","-3.40%"
"05/15/2019","13.856","13.775","13.890","13.500","8.76K","0.53%"
"05/14/2019","13.783","13.500","13.900","13.480","6.13K","0.16%"
"05/13/2019","13.761","13.800","13.900","13.620","8.39K","-1.69%"
"05/10/2019","13.997","14.300","14.425","13.950","7.54K","-3.18%"
"05/09/2019","14.457","14.500","14.775","14.250","9.24K","0.94%"
"05/08/2019","14.322","14.000","14.475","14.000","7.65K","1.18%"
"05/07/2019","14.155","14.300","14.540","14.080","6.34K","-1.26%"
"05/06/2019","14.335","14.270","14.470","14.210","3.15K","-1.59%"
"05/03/2019","14.566","14.200","14.700","14.200","6.20K","1.39%"
"05/02/2019","14.366","14.270","14.525","14.100","12.99K","2.21%"
"05/01/2019","14.056","14.000","14.150","13.950","8.57K","-2.31%"
"04/30/2019","14.389","14.350","14.525","14.150","9.87K","-0.94%"
"04/29/2019","14.525","14.450","14.865","14.375","29.89K","0.71%"
"04/26/2019","14.423","14.650","14.900","14.100","19.24K","-0.77%"
"04/25/2019","14.535","14.100","14.725","14.100","11.77K","1.90%"
"04/24/2019","14.264","14.175","14.525","14.125","12.96K","-1.10%"
"04/23/2019","14.422","14.120","14.580","13.950","10.37K","-0.28%"
"04/18/2019","14.462","15.500","15.500","14.390","6.29K","-4.82%"
"04/17/2019","15.195","15.225","15.325","14.750","9.24K","2.42%"
"04/16/2019","14.836","14.875","15.050","14.650","15.28K","-1.17%"
"04/15/2019","15.012","15.400","15.625","14.845","15.85K","-5.30%"
"04/12/2019","15.853","16.025","16.125","15.600","20.45K","-0.89%"
"04/11/2019","15.995","15.540","16.200","15.200","22.11K","1.68%"
"04/10/2019","15.730","17.100","17.605","15.590","22.93K","-6.13%"
"04/09/2019","16.757","15.800","16.850","15.800","14.38K","4.97%"
"04/08/2019","15.964","16.480","17.250","15.550","26.73K","-4.02%"
"04/05/2019","16.633","15.100","16.800","15.100","25.87K","12.33%"
"04/04/2019","14.807","14.200","14.920","13.900","23.72K","4.36%"
"04/03/2019","14.189","13.500","14.325","13.465","21.45K","5.44%"
"04/02/2019","13.457","13.800","13.800","13.440","11.21K","-2.80%"
"04/01/2019","13.844","13.900","13.975","13.800","7.44K","-2.60%"
"03/29/2019","14.213","14.200","14.340","13.875","11.13K","-1.49%"
"03/28/2019","14.428","14.750","14.900","14.250","32.72K","-3.77%"
"03/27/2019","14.994","14.800","15.000","14.500","26.58K","4.24%"
"03/26/2019","14.384","14.325","14.670","14.225","15.62K","1.40%"
"03/25/2019","14.185","14.325","14.515","14.125","22.70K","-1.86%"
"03/22/2019","14.454","14.420","14.525","14.325","13.33K","-0.75%"
"03/21/2019","14.563","15.000","15.000","14.525","16.66K","-4.27%"
"03/20/2019","15.213","14.925","15.255","14.695","18.66K","1.40%"
"03/19/2019","15.003","15.300","15.500","14.950","19.22K","0.15%"
"03/18/2019","14.980","15.005","15.300","14.875","10.17K","-1.78%"
"03/15/2019","15.252","15.550","15.600","15.000","13.23K","-2.25%"
"03/14/2019","15.603","15.725","15.905","15.575","16.01K","-0.78%"
"03/13/2019","15.725","15.900","16.100","15.625","18.29K","-2.99%"
"03/12/2019","16.209","16.650","16.675","16.000","15.13K","-2.49%"
"03/11/2019","16.623","16.550","16.725","16.500","7.63K","-0.63%"
"03/08/2019","16.729","16.850","17.100","16.700","10.64K","-0.82%"
"03/07/2019","16.868","16.650","17.050","16.625","12.88K","0.10%"
"03/06/2019","16.851","17.000","17.100","16.850","14.08K","-1.92%"
"03/05/2019","17.181","17.525","17.575","17.150","14.93K","-1.26%"
"03/04/2019","17.400","17.140","17.530","17.100","11.08K","0.46%"
"03/01/2019","17.321","17.700","17.700","17.270","11.49K","-2.77%"
"02/28/2019","17.814","17.850","17.875","17.355","10.30K","1.12%"
"02/27/2019","17.617","17.350","17.750","17.330","11.03K","3.36%"
"02/26/2019","17.044","17.000","17.470","17.000","19.76K","0.58%"
"02/25/2019","16.946","16.700","17.125","16.700","14.11K","-1.65%"
"02/22/2019","17.231","17.180","17.520","17.080","7.28K","-1.66%"
"02/21/2019","17.521","17.800","17.900","17.375","12.35K","-3.43%"
"02/20/2019","18.144","17.650","18.250","17.650","16.78K","2.49%"
"02/19/2019","17.703","17.400","17.850","17.300","13.71K","1.57%"
"02/18/2019","17.429","18.200","18.200","17.345","5.42K","-3.71%"
"02/15/2019","18.100","17.700","18.125","17.675","6.08K","1.94%"
"02/14/2019","17.755","18.000","18.325","17.700","13.53K","-1.48%"
"02/13/2019","18.022","17.425","18.150","17.425","11.25K","1.33%"
"02/12/2019","17.785","17.950","18.175","17.580","11.62K","-1.48%"
"02/11/2019","18.053","18.000","18.175","17.725","9.15K","-1.16%"
"02/08/2019","18.264","18.500","18.600","18.225","7.20K","-3.43%"
"02/07/2019","18.912","19.250","19.500","18.745","9.71K","-0.02%"
"02/06/2019","18.916","18.750","19.250","18.750","5.56K","-1.16%"
"02/05/2019","19.138","19.250","19.450","18.800","12.19K","-1.12%"
"02/04/2019","19.355","19.000","19.375","18.650","11.13K","0.29%"
"02/01/2019","19.299","19.400","19.550","19.050","9.45K","-2.79%"
"01/31/2019","19.852","20.000","20.000","19.600","7.53K","-1.63%"
"01/30/2019","20.181","20.600","20.875","20.165","12.48K","-1.97%"
"01/29/2019","20.586","20.175","20.800","19.975","15.44K","0.17%"
"01/28/2019","20.552","21.100","21.100","20.420","13.73K","-1.61%"
"01/25/2019","20.889","21.000","21.000","20.600","14.90K","-1.83%"
"01/24/2019","21.279","21.700","21.825","21.250","10.47K","-4.11%"
"01/23/2019","22.191","22.025","22.350","22.000","10.48K","1.73%"
"01/22/2019","21.813","21.800","21.900","21.650","11.79K","0.18%"
"01/21/2019","21.774","22.110","22.110","21.500","15.02K","-3.67%"
"01/18/2019","22.604","23.200","23.400","22.500","8.35K","-1.70%"
"01/17/2019","22.994","22.450","23.200","22.450","12.87K","4.49%"
"01/16/2019","22.005","22.350","22.350","21.915","8.85K","0.03%"
"01/15/2019","21.999","21.700","22.200","21.700","11.41K","1.49%"
"01/14/2019","21.675","22.325","22.400","21.605","7.97K","-2.61%"
"01/11/2019","22.255","22.300","22.500","22.060","5.84K","2.68%"
"01/10/2019","21.674","21.500","22.075","21.350","9.31K","-0.21%"
"01/09/2019","21.719","22.500","22.600","21.530","8.83K","-1.69%"
"01/08/2019","22.092","21.650","22.310","21.650","8.55K","2.61%"
"01/07/2019","21.531","22.100","22.275","21.350","9.21K","-6.10%"
"01/04/2019","22.930","22.400","22.975","22.400","4.82K","3.03%"
"01/03/2019","22.256","22.400","22.550","22.050","5.93K","-0.97%"
"01/02/2019","22.473","21.950","22.575","21.800","4.83K","2.23%"
"12/31/2018","21.982","22.850","22.850","21.950","1.90K","-3.63%"
"12/28/2018","22.810","23.450","23.600","22.675","5.99K","-2.19%"
"12/27/2018","23.320","23.900","23.900","23.300","13.50K","-3.82%"
"12/24/2018","24.247","24.750","24.750","24.080","3.88K","-2.62%"
"12/21/2018","24.900","24.745","24.920","24.500","11.75K","1.20%"
"12/20/2018","24.605","24.450","24.775","24.100","12.39K","1.63%"
"12/19/2018","24.210","24.000","24.450","24.000","12.63K","2.01%"
"12/18/2018","23.732","24.180","24.215","23.700","13.02K","-3.85%"
"12/17/2018","24.681","24.500","24.895","24.425","12.06K","0.14%"
"12/14/2018","24.646","24.200","24.825","24.200","8.57K","1.73%"
"12/13/2018","24.226","24.450","24.500","24.090","11.20K","1.28%"
"12/12/2018","23.920","23.550","24.250","23.500","10.59K","1.27%"
"12/11/2018","23.621","23.300","23.700","23.275","7.36K","1.60%"
"12/10/2018","23.250","23.100","23.500","23.100","4.95K","0.46%"
"12/07/2018","23.143","23.000","23.325","22.655","11.20K","-0.10%"
"12/06/2018","23.166","23.210","23.400","23.100","8.00K","-2.75%"
"12/05/2018","23.822","24.400","24.475","23.650","11.62K","-2.44%"
"12/04/2018","24.417","25.000","25.000","24.350","5.95K","-2.66%"
"12/03/2018","25.083","25.000","25.700","24.775","7.40K","1.59%"
"11/30/2018","24.691","24.650","24.875","24.600","5.66K","0.24%"
"11/29/2018","24.633","24.600","24.675","24.350","19.82K","1.36%"
"11/28/2018","24.302","24.400","24.555","24.175","9.38K","-3.41%"
"11/27/2018","25.159","24.500","25.250","24.475","17.39K","2.51%"
"11/26/2018","24.543","24.150","24.705","24.000","10.08K","-1.11%"
"11/23/2018","24.819","24.250","25.175","24.250","9.77K","0.44%"
"11/22/2018","24.710","24.150","24.785","23.930","8.99K","0.86%"
"11/21/2018","24.500","24.350","24.550","24.025","14.15K","0.61%"
"11/20/2018","24.352","24.400","24.525","24.200","12.37K","0.83%"
"11/19/2018","24.152","24.425","24.450","24.000","8.11K","-6.95%"
"11/16/2018","25.956","26.850","26.850","25.650","14.55K","-2.70%"
"11/15/2018","26.677","26.300","26.750","25.900","8.29K","1.52%"
"11/14/2018","26.278","26.500","27.000","26.175","5.59K","-0.91%"
"11/13/2018","26.519","26.100","26.600","25.725","9.45K","2.17%"
"11/12/2018","25.955","25.600","26.150","25.500","7.29K","6.70%"
"11/09/2018","24.326","24.600","24.850","24.310","5.44K","-0.42%"
"11/08/2018","24.429","25.000","25.135","24.325","11.06K","0.04%"
"11/07/2018","24.420","24.300","24.575","24.250","3.82K","2.19%"
"11/06/2018","23.896","23.600","23.990","23.500","5.60K","0.37%"
"11/05/2018","23.808","23.650","24.000","23.500","6.55K","-1.96%"
"11/02/2018","24.283","23.900","24.375","23.800","4.72K","2.68%"
"11/01/2018","23.649","24.085","24.105","23.635","4.20K","-2.81%"
"10/31/2018","24.333","24.750","24.850","24.120","5.20K","1.93%"
"10/30/2018","23.873","24.350","24.350","23.775","16.52K","-2.87%"
"10/29/2018","24.578","24.100","24.700","24.000","12.61K","1.22%"
"10/26/2018","24.281","24.550","24.825","24.005","33.84K","-2.35%"
"10/25/2018","24.866","24.950","25.150","24.675","12.77K","-1.56%"
"10/24/2018","25.261","25.675","25.850","25.250","16.49K","-1.58%"
"10/23/2018","25.667","25.700","25.725","25.350","16.54K","-1.71%"
"10/22/2018","26.114","26.450","26.500","26.000","8.60K","-2.77%"
"10/19/2018","26.858","26.250","26.925","26.250","9.94K","3.20%"
"10/18/2018","26.025","26.100","26.400","25.825","10.41K","0.32%"
"10/17/2018","25.942","26.000","26.350","25.575","12.86K","-1.47%"
"10/16/2018","26.328","26.300","26.575","26.100","4.61K","-1.12%"
"10/15/2018","26.625","27.000","27.325","26.275","8.19K","-0.01%"
"10/12/2018","26.628","25.600","26.700","25.600","9.86K","3.37%"
"10/11/2018","25.759","26.000","26.100","25.350","7.43K","-1.76%"
"10/10/2018","26.220","26.750","26.925","26.125","6.67K","-2.29%"
"10/09/2018","26.835","27.300","27.400","26.695","7.24K","-1.41%"
"10/08/2018","27.218","27.625","27.700","27.135","9.55K","-2.45%"
"10/05/2018","27.902","27.800","28.000","27.300","6.26K","1.57%"
